Employer,JobTitle,Wage,City,State
"NABORS COMPLETION & PRODUCTIONS SERVICES COMPANY","COIL TUBING MANAGER",140000,HOUSTON,TX
"INNOVATIVE ARCHITECTURAL PLANNERS, INC.","CONSTRUCTION MANAGER",68000,COLUMBUS,OH
"RUGO STONE, LLC","PROJECT MANAGER, DIMENSIONAL NATURAL STONE",128481.6,LORTON,VA
"MC GOWAN BUILDERS INC","PROJECT MANAGER",100000,"EAST RUTHERFORD",NJ
"DUROTECH INC.","BIM COORDINATOR",58150.04,HOUSTON,TX
"THOR CONSTRUCTION, INC.","PROJECT MANAGER",81000,"LAS VEGAS",NV
"DUROTECH, LP","BIM COORDINATOR",58150.04,HOUSTON,TX
"PROINTEC USA LLC","LABORATORY MANAGER",88941,"NORTH RICHLAND HILLS",TX
"GENERAL ELECTRIC COMPANY","COST AND CONTROLS MANAGER",90000,TAMPA,FL
"JACOBS ENGINEERING GROUP INC.","MANAGER OF SERVICES 1",118664,HOUSTON,TX
"BECHTEL CORPORATION","PD&P SENIOR DESIGNER II",100131,HOUSTON,TX
"THOR CONSTRUCTION, INC.","PROJECT MANAGER",81000,"LAS VEGAS",NV
"EVERPOWER WIND HOLDINGS INC.","CHIEF DEVELOPMENT OFFICER",180000,PITTSBURGH,PA
"DPR CONSTRUCTION, A GENERAL PARTNERSHIP","SR. PROJECT CONTROLS MGR (LARGE PROJECTS)",140000,"SAN FANCISCO",CA
"TECHNIP USA, INC.","SENIOR PLANNER",125000.2,HOUSTON,TX
"ZAMAN CONSTRUCTION CORP.","PROJECT MANAGER (CONSTRUCTION)",71219,"NEW YORK",NY
"BRICKENS CONSTRUCTION INC.","CONSTRUCTION MANAGER",72965.88,YONKERS,NY
"EXECUTIVE CONSTRUCTION INC.","PROJECT MANAGER",64400,HILLSIDE,IL
"GONSALVES & SANTUCCI, INC.","PROJECT MANAGER/CIVIL ENGINEER",87818,KENT,WA
"TEACHERS COLLEGE, COLUMBIA UNIVERSITY","PROJECT MANAGER",67000,"NEW YORK",NY
"FTI CONSULTING, INC.","MANAGING DIRECTOR",249500,"CORAL GABLES",FL
"RUDOLPH AND SLETTEN, INC.","CONSTRUCTION ENGINEERING COORDINATOR",100714,"REDWOOD CITY",CA
"FLUOR ENTERPRISES, INC.","PROCESS/SPECIALTY ENGINEER 1",89475,"SUGAR LAND",TX
"BROTHER'S DUCTWORK, INC. DBA BROTHER'S DUCTWORK HV","VICE PRESIDENT, PRECONSTRUCTION",107500,ALEXANDRIA,VA
"GONSALVES & SANTUCCI, INC.","PROJECT MANAGER/CIVIL ENGINEER",87818,KENT,WA
"MACKEM CONSTRUCTION","PROJECT MANAGER",67912,PITTSBORO,NC
"WOOD GROUP MUSTANG","PIPING DESIGNER SPECIALIST",120640,HOUSTON,TX
"BAKER CONCRETE CONSTRUCTION, INC.","PROJECT ENGINEER",57990,EUNICE,NM
"MC GOWAN BUILDERS, INC.","SENIOR PROJECT MANAGER",160000,"LONG ISLAND CITY",NY
"SSOE SYSTEMS, INC.","DEPARTMENT MANAGER/SENIOR CONSTRUCTION MANAGER",119600,BRENTWOOD,TN
"CONAGRA FOODS, INC.","PROJECT MANAGER ENGINEERING",93371,OMAHA,NE
"P&S CONSTRUCTION INC.","CONSTRUCTION MANAGER",72000,BARRIGADA,GU
"CLARK CONSTRUCTION GROUP-CA, LP","PRECONSTRUCTION MANAGER",94000,OAKLAND,CA
"ALFARO CONSULTING COMPANY","PROJECT MANAGER",80080,"SAN ANTONIO",TX
"ANSLOW BRYANT CONSTRUCTION LTD.","BIM COORDINATOR",59483,HOUSTON,TX
"WEBBER, LLC","CONSTRUCTION MANAGER",85000,DALLAS,TX
"GGC ENGINEERS, INC.","PROGRAM PROJECT ENGINEER MANAGER",80000,"SAN ANTONIO",TX
"PARSONS SERVICES COMPANY","PROJECT CONTROL ENGINEER/SPECIALIST",74634.56,DALLAS,TX
"FERROVIAL AGROMAN US CORP","CONSTRUCTION COORDINATOR",55000,DALLAS,TX
"SAMSUNG E&C AMERICA, INC","ARCHITECTURAL CONSTRUCTION MANAGER",75600,AUSTIN,TX
"YOUNG WOMENS CHRISTIAN ASSOCIATION OF HARRISBURG","DIRECTOR OF CHILDHOOD PROGRAMS",46000,HARRISBURG,PA
"LITTLE SCHOLARS MONTESSORI","PRESCHOOL DIRECTOR",31043,TARZANA,CA
"YOUNG WOMENS CHRISTIAN ASSOCIATION OF HARRISBURG","DIRECTOR OF CHILDHOOD PROGRAM",46000,HARRISBURG,PA
"SPANISH FOR FUN ACADEMY","DIRECTOR NC PRE-K PROGRAM AT BILINGUAL PRESCHOOL",36400,"CHAPEL HILL",NC
"WESTSIDE MONTESSORI INTERNATIONAL, LLC","DIRECTOR/HEAD TEACHER",48200,BEAVERTON,OR
"UNIQUE CHILDREN'S DEVELOPMENT CENTER, INC","EDUCATION COORDINATOR",50939,"PORT SAINT LUCIE",FL
"COMFORT SOLUTIONS HOME CARE","CHILDCARE ADMINISTRATOR",28500,"NORTH RANDALL",OH
"BE SMART LEARNING CENTER","PROGRAM DIRECTOR",38000,"WALNUT CREEK",CA
"SPANISH IMMERSION DAY SCHOOL","EARLY CHILDHOOD EDUCATION SPECIALIST",33509,AUSTIN,TX
"SPANISH IMMERSION DAY SCHOOL","EARLY CHILDHOOD EDUCATION SPECIALIST",33509,AUSTIN,TX
"SPANISH IMMERSION DAY SCHOOL","EARLY CHILDHOOD EDUCATION SPECIALIST",44637,AUSTIN,CA
"SPANISH IMMERSION DAY SCHOOL","EARLY CHILDHOOD EDUCATION SPECIALIST",40800,AUSTIN,TX
"LOVING CARE DAY NURSERY, INC.","ADMINISTRATIVE ASSISTANT, SPECIAL EDUCATION",35693,WASHINGTON,DC
"AJDC, INC.",DIRECTOR,50400,IRVINE,CA
"THE RECTOR WARDENS & VESTRY OF THE CHURCH OF OUR S","ART PROGRAM MANAGER",34200,"EL MONTE",CA
"ATLANTA MUSIC PROJECT, INC.","EXECUTIVE DIRECTOR",53622,ATLANTA,GA
"SAN FRANCISCO STATE UNIVERSITY","EARLY CHILDHOOD MASTER TEACHER",29544,"SAN FRANCISCO",CA
"LOVING CARE DAY NURSERY","PRESCHOOL ADMINISTRATOR",45510,"WASHINGTON DC",DC
"LOVING CARE DAY NURSERY","PRESCHOOL ADMINISTRATOR",45510,"WASHINGTON DC",DC
"LOVING CARE DAY NURSERY","PRESCHOOL ADMINISTRATOR",45510,"WASHINGTON DC",DC
"WOODBRIDGE DAY CARE CENTER",DIRECTOR,35693,WASHINGTON,DC
"MONTESSORI SHIR-HASHIRIM","ASSISTANT MONTESSORI DIRECTOR/PRINCIPAL",32000,"LOS ANGELES",CA
"CONGREGATION BETH ELOHIM","HEAD TEACHER AND DUAL LANGUAGE PROGRAM ADMINISTRAT",55000,BROOKLYN,NY
"CARMOT INC","DIRECTOR OF EDUCATION",55000,RICHMOND,TX
"SPRING INITIATIVE, INC.","PROGRAM COORDINATOR/EDUCATION ADMINISTRATOR",36000,CLARKSDALE,MS
"LITTLE FOOTPRINTS PRESCHOOL CORP","PRESCHOOL EDUCATION ADMINISTRATOR",45000,"SAN FRANCISCO",CA
"MA RONG INTERNATIONAL CORPORATION","SITE ADMINISTRATOR",41100,ROSEVILLE,CA
"TIAERRAH'S WONDERLAND LEARNING ACADEMY, LLC",DIRECTOR,29182,PHILADELPHIA,PA
"BETTER LIVING CENTEX, LLC.","ASSISTANT SCHOOL DIRECTOR",33800,LOCKHART,TX
"RAZAIL SHADOWBRIAR CORPORATION","EDUCATION ADMINISTRATOR - PRESCHOOL AND CHILDCARE",26000,HOUSTON,TX
"ALASKA CONFERENCE OF SEVENTH-DAY ADVENTISTS","PRE-SCHOOL/CHILD CARE CENTER ADMINISTRATOR",47748,DILLINGHAM,AK
"EASTER SEALS SOUTH FLORIDA, INC.","DIRECTOR OF AFTER SCHOOL PROGRAMS",69000,MIAMI,FL
"LAYHILL LEARNING CENTER, INC","EDUCATION ADMINISTRATOR",35755,"SILVER SPRING",MD
"ELWYN SEEDS PROGRAM","EDUCATION SERVICE COORDINATOR",43183,ELWYN,PA
"HARMONY SCIENCE ACADEMY-BROWNSVILLE","ASSISTANT PRINCIPAL",54370,BROWNSVILLE,TX
"MAGNOLIA EDUCATION & RESEARCH FOUNDATION","EDUCATION ADMINISTRATOR",88320,BELL,CA
"HARDING UNIVERSITY, INC.","CO-DIRECTOR FOR CHINESE STUDENT LIFE",26000,SEARCY,AR
"THE JAPANESE EDUCATIONAL INSTITUTE OF NEW YORK","EXECUTIVE DIRECTOR",110413,RYE,NY
"HARMONY SCIENCE ACADEMY-LUBBOCK","ASSISTANT PRINCIPAL",62020,LUBBOCK,TX
"HARMONY SCIENCE ACADEMY-LUBBOCK","ASSISTANT PRINCIPAL",62020,LUBBOCK,TX
"HARMONY SCHOOL OF NATURE & ATHLETICS","ASSISTANT PRINCIPAL",62840,DALLAS,TX
"HARMONY SCIENCE ACADEMY-ODESSA",PRINCIPAL,57760,ODESSA,TX
"HARMONY SCHOOL OF SCIENCE-AUSTIN","ASSISTANT PRINCIPAL",59790,AUSTIN,TX
"HARMONY SCIENCE ACADEMY-BEAUMONT","ASSISTANT PRINCIPAL",55640,BEAUMONT,TX
"IMAGINE SCHOOLS, INC.","ASSISTANT PRINCIPAL/APPRENTICE LEADER",68530,"MT. PLEASANT",MI
"MAGNOLIA EDUCATIONAL&RESEARCH FOUNDATION","ASSISTANT PRINCIPAL",83360,WESTMINSTER,CA
"SANTA ROSA DE LIMA SCHOOL",TEACHER,43157,"SAN FERNANDO",CA
"WAYMAN ACADEMY OF THE ARTS, INC.","SCHOOL PRINCIPAL",75000,JACKSONVILLE,FL
"HARMONY PUBLIC SCHOOLS","DIRECTOR OF SPECIAL PROGRAMS",61730,HOUSTON,TX
"HARMONY SCHOOL OF POLITICAL SCIENCE AND COMMUNICAT",PRINCIPAL,60000,AUSTIN,TX
"SAN DIEGO FRENCH AMERICAN SCHOOL",PRINCIPAL,125000,"LA JOLLA",CA
"THE CHILDREN'S SCHOOL, INC.","HEAD OF SCHOOL",180000,ATLANTA,GA
"MOUNT CARMEL SCHOOL, INC.","VICE PRINCIPAL",27810,SAIPAN,MP
"BSA RESOURCE SOLUTIONS, LLC","HEAD MASTER (PRINCIPAL)",200000,WASHINGTON,DC
"THE LATIN SCHOOL OF CHICAGO","LOWER SCHOOL DIRECTOR",140000,CHICAGO,IL
"AVENUES NEW YORK LLC","DIRECTOR OF ATHLETICS AND PHYSICAL EDUCATION",137000,"NEW YORK",NY
"SCHOOL OF SCIENCE AND TECHNOLOGY-DISCOVERY",PRINCIPAL,63800,"SAN ANTONIO",TX
"ALAMANCE CHRISTIAN SCHOOL, INC.","ELEMENTARY PRINCIPAL",54770,GRAHAM,NC
"THE SCHOOL DISTRICT OF PALM BEACH COUNTY","ASSISTANT PRINCIPAL",65790,"LAKE WORTH",FL
"PRINCETON INTERNATIONAL SCHOOL OF MATHEMATICS AND","VICE PRINCIPAL",120000,PRINCETON,NJ
"GERMAN SCHOOL OF SILICON VALLEY","ELEMENTARY PROGRAM DIRECTOR, EDUCATION ADMINISTRAT",88000,"MOUNTAIN VIEW",CA
"THE BOARD OF TRUSTEES OF THE LELAND STANFORD, JR.","ACADEMIC RESEARCH AND PROGRAM OFFICER",79275,STANFORD,CA
"FRENCH AMERICAN INTERNATIONAL SCHOOL","LOWER SCHOOL DIVISION HEAD",86750,PORTLAND,OR
"MAGNOLIA EDUCATIONAL & RESEARCH FOUNDATION","EDUCATION ADMINISTRATOR",78840,"VAN NUYS",CA
"SOLID FOUNDATIONS, INC.","AFTER SCHOOL PROGRAM DIRECTOR",47840,SANFORD,NC
"THE CHILDREN'S SCHOOL, INC.","HEAD OF SCHOOL",180000,ATLANTA,GA
"THE CHILDREN'S SCHOOL, INC.","HEAD OF SCHOOL",180000,ATLANTA,GA
"WILLIAM E. DOAR PUBLIC CHARTER SCHOOL FOR THE PERF",PRINCIPAL,115000,WASHINGTON,DC
"STRAKE JESUIT COLLEGE PREPARATORY","ASSISTANT DEAN OF STUDENTS",85000,HOUSTON,TX
"STRAKE JESUIT COLLEGE PREPARATORY","ASSISTANT DEAN OF STUDENTS",85000,HOUSTON,TX
"STRAKE JESUIT COLLEGE PREPARATORY","ASSISTANT DEAN OF STUDENTS",85000,HOUSTON,TX
"BASIS EDUCATIONAL GROUP","SCHOOL PRINCIPAL/DIRECTOR",84000,SCOTTSDALE,AZ
"APA INVESTMENTS LLC","SCHOOL OPERATIONS MANAGER",82463,DAVIE,FL
"DALLAS INTERNATIONAL SCHOOL",HEADMASTER,166304.88,DALLAS,TX
"MOUNT CARMEL SCHOOL, INC.","VICE PRINCIPAL",27810,SAIPAN,MP
"BASIS EDUCATIONAL GROUP","SCHOOL PRINCIPAL/DIRECTOR",84000,PHOENIX,AZ
"MAINE SCHOOL ADMINISTRATIVE DISTRICT #28","ASSISTANT PRINCIPAL",67000,CAMDEN,ME
"IMAGINE SCHOOLS, INC.",PRINCIPAL,80000,CANTON,OH
"IMAGINE SCHOOLS, INC.","ASSISTANT PRINCIPAL",82392,WASHINGTON,DC
"HORIZON EDUCATIONAL SERVICES OF COLUMBUS INC.","ASSISTANT DIRECTOR",73290,COLUMBUS,OH
"DENVER MONTCLAIR INTERNATIONAL SCHOOL",ADMINISTRATOR,61800,DENVER,CO
"GRAND RIVER ACADEMY","DIRECTOR OF ADMISSIONS",62000,AUSTINBURG,OH
"RIVER CITY EDUCATION SERVICES, INC.","CHARTER SCHOOL ADMINISTRATOR",67070,JACKSONVILLE,FL
"IDEA PUBLIC SCHOOLS","PRINCIPAL IN RESIDENCE",65000,BROWNSVILLE,LA
"TRUEBRIGHT SCIENCE ACADEMY CHARTER SCHOOL","DEAN OF ACADEMICS",68620,PHILADELPHIA,PA
"SOUTHERN NEW HAMPSHIRE UNIVERSITY","TERRITORY MANAGER - ASSOCIATE DIRECTOR",89765,MANCHESTER,NH
"GEORGETOWN UNIVERSITY","DIRECTOR,GEORGETOWN GLOBAL EDUCATION INSTITUTE-CHI",76350.56,WASHINGTON,DC
"TEXAS TECH UNIVERSITY",DIRECTOR,73570,LUBBOCK,TX
"LINCOLN UNIVERSITY","SPECIAL ASSISTANT TO VP AND GRANTSMANSHIP OFFICER",66950,"LINCOLN UNIVERSITY",PA
"THE BOARD OF TRUSTEES OF THE LELAND STANFORD, JR.","ADMIN SERVICES ADMINISTRATOR",122435.8,STANFORD,CA
"SAVANNAH COLLEGE OF ART AND DESIGN, INC.","DEAN OF LEARNING RESOURCES",92290,SAVANNAH,GA
"UNIVERSITY OF BALTIMORE","ACADEMIC COORDINATOR, COLLEGE OF PUBLIC AFFAIRS",54558,BALTIMORE,MD
"EMORY UNIVERSITY","DIRECTOR, RESEARCH PROJECTS",77046.8,ATLANTA,GA
"AZUSA PACIFIC UNIVERSITY","INT'L DIRECT., PROGRAM IN TRANS. URBAN LEADERSHIP",91794,"LOS ANGELES",CA
"HULT INTERNATIONAL BUSINESS SCHOOL","ACADEMIC DEAN",181280,CAMBRIDGE,MA
"OKLAHOMA STATE UNIVERSITY","DIRECTOR OF INTERNATIONAL PROGRAMS",43574,STILLWATER,OK
"TIFFIN UNIVERSITY","EXECUTIVE DIRECTOR OF INSTITUTIONAL EFFECTIVENESS",150000,TOLEDO,OH
"BUCKNELL UNIVERSITY","ASSISTANT DIRECTOR OF PLANNING AND INSTITUTIONAL R",59000,LEWISBURG,PA
"THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT H","ASSISTANT PROFESSOR",78500,HOUSTON,TX
"UNIVERSITY OF CALIFORNIA, BERKELEY","EXTERNAL RELATIONS SPECIALIST 4/ASSOCIATE DIRECTOR",79518,BERKELEY,CA
"KEAN UNIVERSITY","PROGRAM ASSISTANT, DEPARTMENT OF PSYCHOLOGY",43291.83,UNION,NJ
"THE UNIVERSITY OF TEXAS AT AUSTIN","PROJECT DIRECTOR",94050,AUSTIN,TX
"UNIVERSITY OF CALIFORNIA, LOS ANGELES","DIRECTOR OF NEW INITIATIVES",85000,"LOS ANGELES",CA
"MID-AMERICA CHRISTIAN UNIVERSITY","EXECUTIVE DIRECTOR OF ADMISSIONS",50000,"OKLAHOMA CITY",OK
"ORCHARD LAKE SCHOOLS","DEAN OF RESIDENT STUDENTS",60000,"ORCHARD LAKE",MI
"THE BOARD OF TRUSTEES OF THE LELAND STANFORD, JR.","ACADEMIC RESEARCH & PROGRAM OFFICER",83640,STANFORD,CA
"TROY UNIVERSITY","DIRECTOR, STUDY ABROAD",68822.7,TROY,AL
"POLYTECHNIC INSTITUTE OF NEW YORK UNIVERSITY","ASSOCIATE DIRECTOR OF ENROLLMENT MANAGEMENT",80000,BROOKLYN,NY
"DEVRY MEDICAL INTERNATIONAL, INC.","DIRECTOR OF STUDENT SERVICE CENTER",91458,MIRAMAR,FL
"ORCHARD LAKE SCHOOLS","DEAN OF RESIDENT STUDENTS",60000,"ORCHARD LAKE",MI
"PURDUE UNIVERSITY","MANAGER OF INSTRUCTIONAL DESIGN",51000,"WEST LAFAYETTE",IN
"YALE UNIVERSITY","MANAGER 2 (PROGRAM MANAGER)",69264,"NEW HAVEN",CT
"VERMONT ACADEMY","PROGRAM DIRECTOR",51720,"SAXTONS RIVER",VT
"TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER","DIRECTOR, SCHOOL OF MEDICINE STUDENT AFFAIRS",75000,LUBBOCK,TX
"HULT INTERNATIONAL BUSINESS SCHOOL","DIRECTOR OF INTERNATIONAL STUDENT AFFAIRS",103000,"SAN FRANCISCO",CA
"THE UNIVERSITY OF TEXAS AT AUSTIN","PROJECT DIRECTOR",82800,AUSTIN,TX
"KANSAS STATE UNIVERSITY","RESEARCH ASSOCIATE/EVALUATOR",58000,MANHATTAN,KS
"CAMPBELL UNIVERSITY, INC.","GRADUATE STUDENT RELATIONS COORDINATOR",48000,"BUIES CREEK",NC
"THE UNIVERSITY OF SOUTHERN CALIFORNIA","DIGITAL STRATEGY DIRECTOR",133000,"LOS ANGELES",CA
"COLORADO STATE UNIVERSITY",COORDINATOR,57949,"FORT COLLINS",CO
"HAWAII PACIFIC UNIVERSITY","ASSISTANT VICE PRESIDENT ALUMNI AND PARENT RELATIO",85134,HONOLULU,HI
"UNIVERSITY OF SAN DIEGO","ASSOCIATE REGISTRAR",76800,"SAN DIEGO",CA
"NEW YORK COLLEGE OF HEALTH PROFESSIONS","EDUCATION ADMINISTRATOR",80000,"NEW YORK",NY
"NEW YORK COLLEGE OF HEALTH PROFESSIONS","EDUCATION ADMINISTRATOR",80000,SYOSSET,NY
"YALE UNIVERSITY","COORDINATOR 3",60000,"NEW HAVEN",CT
"TEMPLE UNIVERSITY--A COMMONWEALTH UNIVERSITY","ASSISTANT DIRECTOR, STUDY ABROAD (LAW SCHOOL)",55494,PHILADELPHIA,PA
"ANDREWS UNIVERSITY","PROVOST/PROFESSOR OF ENGLISH",92144,"BERRIEN SPRINGS",MI
"UNIVERSITY OF MASSACHUSETTS BOSTON","ASSISTANT DIRECTOR, CLINICAL CENTER FOR EDUCATION",51579.62,BOSTON,MA
"HARDING UNIVERSITY","CHINA & EAST ASIA RECRUITER",38605,SEARCY,AR
"STATE UNIVERSITY OF NEW YORK COLLEGE AT ONEONTA","ASSOCIATE DIRECTOR OF INSTITUTIONAL RESEARCH/STAFF",51500,ONEONTA,NY
"HARDING UNIVERSITY","CHINA & E. ASIA RECRUITER & CO-DIR FOR CHINESE STU",38605,SEARCY,AR
"TOYOTA TECHNICAL INSTITUTE AT CHICAGO",PRESIDENT,150000,CHICAGO,IL
"TOURO COLLEGE","DIRECTOR OF INSTITUTIONAL RESEARCH",62500,"NEW YORK",NY
"UNIVERSITY OF ILLINOIS AT CHICAGO","BUSINESS/ADMINISTRATIVE ASSOCIATE (PROJECT COORDIN",54184,CHICAGO,IL
"ST. JOHN'S UNIVERSITY","ASSOCIATE CHIEF OF STAFF",85000,JAMAICA,NY
"THE UNIVERSITY OF MONTANA","DIRECTOR OF INTERNATIONAL PROGRAMS",120000,MISSOULA,MT
"ITT EDUCATIONAL SERVICES, INC.","CHAIR, SCHOOL OF ELECTRONIC TECHNOLOGY",57189,"HIGH POINT",NC
"UNIVERSITY OF HAWAII","INSTRUCTOR (INTERNATIONAL PROGRAM COORDINATOR)",55344,LIHUE,HI
"UNIVERSITY OF MASSACHUSETTS AMHERST","EDUCATION ABROAD DIRECTOR",82500,AMHERST,MA
"UNIVERSITY OF CALIFORNIA AT SANTA BARBARA","ASSISTANT TO THE DIRECTOR",59696,"SANTA BARBARA",CA
"UNIVERSITY OF CALIFORNIA, LOS ANGELES","ADMINISTRATIVE ANALYST - RESEARCH GRANT COORDINATO",60962,"LOS ANGELES",CA
"TEMPLE UNIVERSITY--A COMMONWEALTH UNIVERSITY","ASSISTANT DIRECTOR, INDIVIDUAL GIFTS",58000,PHILADELPHIA,PA
"HASTINGS COLLEGE OF THE LAW","ASSOCIATE DIRECTOR OF STUDENT SERVICES & LLMS",54350,"SAN FRANCISCO",CA
"STAR INSTITUTE LLC","FINANCIAL DIRECTOR",72500,"FALLS CHURCH",VA
"ARIZONA STATE UNIVERSITY","ASSISTANT DIRECTOR, MBA CHINA PROGRAM",86400,AURORA,IL
"UNIVERSITY OF SAN FRANCISCO","ASSOCIATE PROFESSOR AND DIRECTOR OF RESEARCH",101592,"SAN FRANCISCO",CA
"THE CULINARY INSTITUTE OF AMERICA","DIRECTOR OF CONSULTING",110916.78,"HYDE PARK",NY
"NOVA SOUTHEASTERN UNIVERSITY","MANAGER, SCHOLARSHIPS & SPECIAL EVENTS",103646,"FORT LAUDERDALE",FL
"UNIVERSIDAD INTERAMERICANA","EDUCATION ADMINISTRATOR",30000,"SAN JUAN",PR
"THE BOARD OF TRUSTEES OF THE LELAND STANFORD, JR.","STUDENT AFFAIRS OFFICER",68000,STANFORD,CA
"DIGIPEN (USA) CORPORATION","CHAIR, UNDERGRADUATE DEPT. OF COMPUTER SCIENCE",100859,REDMOND,WA
"JOHNSON UNIVERSITY","DIRECTOR OF INTERNATIONAL RELATIONS",46900,KNOXVILLE,TN
"UNIVERSITY OF ILLINOIS","PROGRAM COORDINATOR AND EXEC. DIRECTOR OF BRASAS",60998,CHAMPAIGN,IL
"THE CITY UNIVERSITY OF NEW YORK","UNIVERSITY RESEARCH COMMERCIALIZATION MANAGER",68024,"NEW YORK",NY
"CORNISH COLLEGE OF THE ARTS","PROVOST AND VICE PRESIDENT FOR ACADEMIC AFFAIRS",165000,SEATTLE,WA
"LOUISIANA STATE UNIVERSITY AND A & M COLLEGE",PROFESSIONAL-IN-RESIDENCE,160000,"BATON ROUGE",LA
"UNIVERSITY OF ROCHESTER","ADMINISTRATOR I",65796,ROCHESTER,NY
"NORTHEASTERN UNIVERSITY","DIRECTOR, WEB DEVELOPMENT",87740,BOSTON,MA
"PINE TECHNICAL COLLEGE","STUDENT SUCCESS COORDINATOR",40361,"PINE CITY",MN
"TENNESSEE TEMPLE UNIVERSITY","ATHLETIC DIRECTOR",47500,CHATTANOOGA,TN
"TRUSTEES OF BOSTON UNIVERSITY","DEAN OF THE COLLEGE OF FINE ARTS",300000,BOSTON,MA
"UNIVERSITY OF NORTH AMERICA, INC.","ASSOCIATE DEAN, ACADEMIC SYSTEMS AND SERVICES",66200,VIENNA,VA
"UNIVERSITY OF SOUTH ALABAMA","DIRECTOR, INTERNATIONAL MARKETING",88733,MOBILD,AL
"CAPSTONE DEVELOPMENT","EDUCATION ADMIN - ASSIST DIRECTOR OF RESIDENCE",41288,AUBURN,WA
"HOPE MEDICAL INSTITUTE","EDUCATION ADMINISTRATOR",55000,"NEWPORT NEWS",VA
"UNIVERSITY OF MEDICINE AND DENTISTRY OF NEW JERSEY","PROFESSOR AND ASSOCIATE DEAN",220000,NEWARK,NJ
"YA ZHOU WEN HUA ENTERPRISES LTD.(N.Y.)","DIRECTOR - EDUCATIONAL PROGRAMS",84000,"NEW YORK",NY
"MONTANA STATE UNIVERSITY","ESL PROGRAM DIRECTOR",48000,BILLINGS,MT
"CORNISH COLLEGE OF THE ARTS","PROVOST AND VICE PRESIDENT FOR ACADEMIC AFFAIRS",165000,SEATTLE,WA
"UNIVERSITY OF MINNESOTA","EXECUTIVE DIRECTOR OF MN AGRICULTURAL EDUC LEADER",63024,"ST. PAUL",MN
"UNIVERSITY OF HAWAII","JUNIOR SPECIALIST (DIRECTOR)",80004,HONOLULU,HI
"AMERICAN UNIVERSITY","DIRECTOR, INTERNATIONAL ORGANIZATIONS, LAW AND DIP",168100,"WASHINGTON DC",DC
"UNIVERSITY OF PUERTO RICO, RIO PIEDRAS CAMPUS","DIRECTOR OF THE OFFICE FOR RESEARCH INTERNATIONALI",55000,"RIO PIEDRAS-SAN JUAN",PR
"ARIZONA STATE UNIVERSITY","ASSISTANT VICE PRESIDENT FOR",165000,TEMPE,AZ
"UNIVERSITY OF SAN FRANCISCO","ASSISTANT PROFESSOR",90192,"SAN FRANCISCO",CA
"SACRED HEART UNIVERSITY","VICE PRESIDENT FOR MISSION & CATHOLIC IDENTITY",88754,FAIRFIELD,CT
"DEPAUL UNIVERSITY","COORDINATOR - LLM PROGRAM AND INTERNATIONAL STUDEN",54184,CHICAGO,IL
"NORTH CAROLINA STATE UNIVERSITY","ASSOCIATE PROFESSOR",93000,RALEIGH,NC
"BARD COLLEGE","DIRECTOR OF THE GRADUATE PROGRAM",150000,ANNANDALE-ON-HUDSON,NY
"EDUCATION MANAGEMENT CORPORATION LLC","ACADEMIC DEPARTMENT DIRECTOR",82160,TAMPA,FL
"UNIVERSITY OF ILLINOIS AT CHICAGO","VISITING RESEARCH SPECIALIST",54184,CHICAGO,IL
"THE UNIVERSITY OF KANSAS","PROGRAM MANAGER",50000,LAWRENCE,KS
"CONVERSE COLLEGE","ASSISTANT DIRECTOR OF ADMISSIONS",38002,SPARTANBURG,SC
"ADLER SCHOOL OF PROFESSIONAL PSYCHOLOGY","DEPARTMENT CHAIR, CLINICAL PSYCHOLOGY",144200,CHICAGO,IL
"UNIVERSITY OF CALIFORNIA, BERKELEY","ASSISTANT VICE CHANCELLOR FOR INTERNATIONAL RELATI",189108,BERKELEY,CA
"CALIFORNIA STATE UNIVERSITY, FULLERTON AUXILIARY S","MANAGER, INTERNATIONAL PROGRAMS",55931,FULLERTON,CA
"LIFE CHIROPRACTIC COLLEGE WEST","COLLEGE PRESIDENT",210000,HAYWARD,CA
"DARTMOUTH COLLEGE","STRATEGIC PROJECTS MANAGER",52500,HANOVER,NH
"EDUCATION MANAGEMENT CORPORATION LLC","ACADEMIC DEPARTMENT DIRECTOR",82160,TAMPA,FL
"INDIANA UNIVERSITY",ADVISOR,45302,BLOOMINGTON,IN
"UNIVERSITY OF CALIFORNIA, BERKELEY","CONTINUING EDUCATOR I",61560,BERKELEY,CA
"UNIVERSITY OF NEW MEXICO","ASSOCIATE DIRECTOR",97479.35,ALBUQUERQUE,NM
"FLORIDA ATLANTIC UNIVERSITY","DEPARTMENT CHAIR",110000,"BOCA RATON",FL
"UNIVERSITY OF ALASKA","DEAN, COLLEGE OF EDUCATION",135000,ANCHORAGE,AK
"UNIVERSITY OF CONNECTICUT","ASSISTANT VICE PROVOST FOR EXCELLENCE IN TEACHING",140000,STORRS,CT
"UNIVERSITY OF CINCINNATI","ASSISTANT PROFESSOR OF CLINICAL MEDICINE",275000,CINCINNATI,OH
"VERMONT LAW SCHOOL","ASST. DIR. FOR THE PARTNERSHIP FOR ENVIR. LAW IN C",57200,"SOUTH ROYALTON",VT
"SOLANO COMMUNITY COLLEGE DISTRICT","DEAN OF LIBERAL ARTS",102639.62,FAIRFIELD,CA
